Ulke,Cinsiyet,Tedavi_Turu,Fiyat_(Eur),Basvuru_Kanali,Bizim_ilk_Tepki_Suremiz_(sn),Musterinin_ilk_Tepki_Suresi_(sn),Musterinin_ilk_Mesaj_Uzunlugu_(harf_sayisi),Satis_Oldu_Mu
9,1,1,2500,1,1200,400,120,2
9,2,1,2500,1,1200,1000,150,2
10,1,1,2500,1,1200,400,120,2
10,2,1,2500,1,1200,1000,150,2
10,1,1,2500,1,1200,400,120,2
10,2,1,2500,1,1200,1000,150,2
10,1,1,2500,1,1200,400,120,2
10,2,1,2500,1,1200,1000,150,2
10,1,1,2500,1,1200,400,120,2
10,2,1,2500,1,1200,1000,150,2
1,1,1,2500,2,1800,3000,20,2
1,1,1,2500,2,1800,5000,30,2
1,1,1,2500,3,1800,800,30,2
1,1,1,2500,2,1800,3000,20,2
1,1,1,2500,2,1800,5000,30,2
1,1,1,2500,3,1800,800,30,2
1,1,1,2500,2,1800,3000,20,2
1,1,1,2500,2,1800,5000,30,2
1,1,1,2500,3,1800,800,30,2
1,1,1,2500,2,1800,3000,20,2
1,1,1,2500,2,1800,5000,30,2
1,1,1,2500,3,1800,800,30,2
2,1,1,2500,2,1800,3000,20,2
2,1,1,2500,2,1800,5000,30,2
2,1,1,2500,3,1800,800,30,2
2,1,1,2500,2,1800,3000,20,2
2,1,1,2500,2,1800,5000,30,2
2,1,1,2500,3,1800,800,30,2
2,1,1,2500,2,1800,3000,20,2
2,1,1,2500,2,1800,5000,30,2
2,1,1,2500,3,1800,800,30,2
2,1,1,2500,2,1800,3000,20,2
2,1,1,2500,2,1800,5000,30,2
2,1,1,2500,3,1800,800,30,2
3,1,1,2500,2,1800,3000,20,2
3,1,1,2500,2,1800,5000,30,2
3,1,1,2500,3,1800,800,30,2
3,1,1,2500,2,1800,3000,20,2
3,1,1,2500,2,1800,5000,30,2
3,1,1,2500,3,1800,800,30,2
3,1,1,2500,2,1800,3000,20,2
3,1,1,2500,2,1800,5000,30,2
3,1,1,2500,3,1800,800,30,2
3,1,1,2500,2,1800,3000,20,2
3,1,1,2500,2,1800,5000,30,2
3,1,1,2500,3,1800,800,30,2
4,1,1,2500,2,1800,3000,20,2
4,1,1,2500,2,1800,5000,30,2
4,1,1,2500,3,1800,800,30,2
4,1,1,2500,2,1800,3000,20,2
4,1,1,2500,2,1800,5000,30,2
4,1,1,2500,3,1800,800,30,2
4,1,1,2500,2,1800,3000,20,2
4,1,1,2500,2,1800,5000,30,2
4,1,1,2500,3,1800,800,30,2
4,1,1,2500,2,1800,3000,20,2
4,1,1,2500,2,1800,5000,30,2
4,1,1,2500,3,1800,800,30,2
5,1,1,2500,2,1800,3000,20,2
5,1,1,2500,2,1800,5000,30,2
5,1,1,2500,3,1800,800,30,2
5,1,1,2500,2,1800,3000,20,2
5,1,1,2500,2,1800,5000,30,2
5,1,1,2500,3,1800,800,30,2
5,1,1,2500,2,1800,3000,20,2
5,1,1,2500,2,1800,5000,30,2
5,1,1,2500,3,1800,800,30,2
5,1,1,2500,2,1800,3000,20,2
5,1,1,2500,2,1800,5000,30,2
5,1,1,2500,3,1800,800,30,2
6,1,1,2500,2,1800,3000,20,2
6,1,1,2500,2,1800,5000,30,2
6,1,1,2500,3,1800,800,30,2
6,1,1,2500,2,1800,3000,20,2
6,1,1,2500,2,1800,5000,30,2
6,1,1,2500,3,1800,800,30,2
6,1,1,2500,2,1800,3000,20,2
6,1,1,2500,2,1800,5000,30,2
6,1,1,2500,3,1800,800,30,2
6,1,1,2500,2,1800,3000,20,2
6,1,1,2500,2,1800,5000,30,2
6,1,1,2500,3,1800,800,30,2
7,1,1,2500,2,1800,3000,20,2
7,1,1,2500,2,1800,5000,30,2
7,1,1,2500,3,1800,800,30,2
7,1,1,2500,2,1800,3000,20,2
7,1,1,2500,2,1800,5000,30,2
7,1,1,2500,3,1800,800,30,2
7,1,1,2500,2,1800,3000,20,2
7,1,1,2500,2,1800,5000,30,2
7,1,1,2500,3,1800,800,30,2
7,1,1,2500,2,1800,3000,20,2
7,1,1,2500,2,1800,5000,30,2
7,1,1,2500,3,1800,800,30,2
8,1,1,2500,2,1800,3000,20,2
8,1,1,2500,2,1800,5000,30,2
8,1,1,2500,3,1800,800,30,2
8,1,1,2500,2,1800,3000,20,2
8,1,1,2500,2,1800,5000,30,2
8,1,1,2500,3,1800,800,30,2
8,1,1,2500,2,1800,3000,20,2
8,1,1,2500,2,1800,5000,30,2
8,1,1,2500,3,1800,800,30,2
8,1,1,2500,2,1800,3000,20,2
8,1,1,2500,2,1800,5000,30,2
8,1,1,2500,3,1800,800,30,2
9,1,1,2500,2,1800,3000,20,2
9,1,1,2500,2,1800,5000,30,2
9,1,1,2500,3,1800,800,30,2
9,1,1,2500,2,1800,3000,20,2
9,1,1,2500,2,1800,5000,30,2
9,1,1,2500,3,1800,800,30,2
9,1,1,2500,2,1800,3000,20,2
9,1,1,2500,2,1800,5000,30,2
9,1,1,2500,3,1800,800,30,2
9,1,1,2500,2,1800,3000,20,2
9,1,1,2500,2,1800,5000,30,2
9,1,1,2500,3,1800,800,30,2
10,1,1,2500,2,1800,3000,20,2
10,1,1,2500,2,1800,5000,30,2
10,1,1,2500,3,1800,800,30,2
10,1,1,2500,2,1800,3000,20,2
10,1,1,2500,2,1800,5000,30,2
10,1,1,2500,3,1800,800,30,2
10,1,1,2500,2,1800,3000,20,2
10,1,1,2500,2,1800,5000,30,2
10,1,1,2500,3,1800,800,30,2
10,1,1,2500,2,1800,3000,20,2
10,1,1,2500,2,1800,5000,30,2
10,1,1,2500,3,1800,800,30,2
1,2,1,2500,2,2500,800,80,2
1,2,1,2500,3,2500,1200,120,2
1,2,1,2500,3,2500,3000,120,2
1,2,1,2500,2,2500,800,80,2
1,2,1,2500,3,2500,1200,120,2
1,2,1,2500,3,2500,3000,120,2
1,2,1,2500,2,2500,800,80,2
1,2,1,2500,3,2500,1200,120,2
1,2,1,2500,3,2500,3000,120,2
1,2,1,2500,2,2500,800,80,2
1,2,1,2500,3,2500,1200,120,2
1,2,1,2500,3,2500,3000,120,2
2,2,1,2500,2,2500,800,80,2
2,2,1,2500,3,2500,1200,120,2
2,2,1,2500,3,2500,3000,120,2
2,2,1,2500,2,2500,800,80,2
2,2,1,2500,3,2500,1200,120,2
2,2,1,2500,3,2500,3000,120,2
2,2,1,2500,2,2500,800,80,2
2,2,1,2500,3,2500,1200,120,2
2,2,1,2500,3,2500,3000,120,2
2,2,1,2500,2,2500,800,80,2
2,2,1,2500,3,2500,1200,120,2
2,2,1,2500,3,2500,3000,120,2
3,2,1,2500,2,2500,800,80,2
3,2,1,2500,3,2500,1200,120,2
3,2,1,2500,3,2500,3000,120,2
3,2,1,2500,2,2500,800,80,2
3,2,1,2500,3,2500,1200,120,2
3,2,1,2500,3,2500,3000,120,2
3,2,1,2500,2,2500,800,80,2
3,2,1,2500,3,2500,1200,120,2
3,2,1,2500,3,2500,3000,120,2
3,2,1,2500,2,2500,800,80,2
3,2,1,2500,3,2500,1200,120,2
3,2,1,2500,3,2500,3000,120,2
4,2,1,2500,2,2500,800,80,2
4,2,1,2500,3,2500,1200,120,2
4,2,1,2500,3,2500,3000,120,2
4,2,1,2500,2,2500,800,80,2
4,2,1,2500,3,2500,1200,120,2
4,2,1,2500,3,2500,3000,120,2
4,2,1,2500,2,2500,800,80,2
4,2,1,2500,3,2500,1200,120,2
4,2,1,2500,3,2500,3000,120,2
4,2,1,2500,2,2500,800,80,2
4,2,1,2500,3,2500,1200,120,2
4,2,1,2500,3,2500,3000,120,2
5,2,1,2500,2,2500,800,80,2
5,2,1,2500,3,2500,1200,120,2
5,2,1,2500,3,2500,3000,120,2
5,2,1,2500,2,2500,800,80,2
5,2,1,2500,3,2500,1200,120,2
5,2,1,2500,3,2500,3000,120,2
5,2,1,2500,2,2500,800,80,2
5,2,1,2500,3,2500,1200,120,2
5,2,1,2500,3,2500,3000,120,2
5,2,1,2500,2,2500,800,80,2
5,2,1,2500,3,2500,1200,120,2
5,2,1,2500,3,2500,3000,120,2
6,2,1,2500,2,2500,800,80,2
6,2,1,2500,3,2500,1200,120,2
6,2,1,2500,3,2500,3000,120,2
6,2,1,2500,2,2500,800,80,2
6,2,1,2500,3,2500,1200,120,2
6,2,1,2500,3,2500,3000,120,2
6,2,1,2500,2,2500,800,80,2
6,2,1,2500,3,2500,1200,120,2
6,2,1,2500,3,2500,3000,120,2
6,2,1,2500,2,2500,800,80,2
6,2,1,2500,3,2500,1200,120,2
6,2,1,2500,3,2500,3000,120,2
7,2,1,2500,2,2500,800,80,2
7,2,1,2500,3,2500,1200,120,2
7,2,1,2500,3,2500,3000,120,2
7,2,1,2500,2,2500,800,80,2
7,2,1,2500,3,2500,1200,120,2
7,2,1,2500,3,2500,3000,120,2
7,2,1,2500,2,2500,800,80,2
7,2,1,2500,3,2500,1200,120,2
7,2,1,2500,3,2500,3000,120,2
7,2,1,2500,2,2500,800,80,2
7,2,1,2500,3,2500,1200,120,2
7,2,1,2500,3,2500,3000,120,2
8,2,1,2500,2,2500,800,80,2
8,2,1,2500,3,2500,1200,120,2
8,2,1,2500,3,2500,3000,120,2
8,2,1,2500,2,2500,800,80,2
8,2,1,2500,3,2500,1200,120,2
8,2,1,2500,3,2500,3000,120,2
8,2,1,2500,2,2500,800,80,2
8,2,1,2500,3,2500,1200,120,2
8,2,1,2500,3,2500,3000,120,2
8,2,1,2500,2,2500,800,80,2
8,2,1,2500,3,2500,1200,120,2
8,2,1,2500,3,2500,3000,120,2
9,2,1,2500,2,2500,800,80,2
9,2,1,2500,3,2500,1200,120,2
9,2,1,2500,3,2500,3000,120,2
9,2,1,2500,2,2500,800,80,2
9,2,1,2500,3,2500,1200,120,2
9,2,1,2500,3,2500,3000,120,2
9,2,1,2500,2,2500,800,80,2
9,2,1,2500,3,2500,1200,120,2
9,2,1,2500,3,2500,3000,120,2
9,2,1,2500,2,2500,800,80,2
9,2,1,2500,3,2500,1200,120,2
9,2,1,2500,3,2500,3000,120,2
10,2,1,2500,2,2500,800,80,2
10,2,1,2500,3,2500,1200,120,2
10,2,1,2500,3,2500,3000,120,2
10,2,1,2500,2,2500,800,80,2
10,2,1,2500,3,2500,1200,120,2
10,2,1,2500,3,2500,3000,120,2
10,2,1,2500,2,2500,800,80,2
10,2,1,2500,3,2500,1200,120,2
10,2,1,2500,3,2500,3000,120,2
10,2,1,2500,2,2500,800,80,2
10,2,1,2500,3,2500,1200,120,2
10,2,1,2500,3,2500,3000,120,2
1,1,2,3000,1,100,150,10,2
1,1,2,3000,1,100,200,10,2
1,1,2,3000,2,100,500,20,2
1,2,2,3000,1,100,150,50,2
1,2,2,3000,2,100,200,50,1
1,2,2,3000,2,100,500,80,2
1,1,2,3000,1,100,150,10,2
1,1,2,3000,1,100,200,10,2
1,1,2,3000,2,100,500,20,2
1,2,2,3000,1,100,150,50,2
1,2,2,3000,2,100,200,50,2
1,2,2,3000,2,100,500,80,2
1,1,2,3000,1,100,150,10,2
1,1,2,3000,1,100,200,10,2
1,1,2,3000,2,100,500,20,2
1,2,2,3000,1,100,150,50,2
1,2,2,3000,2,100,200,50,2
1,2,2,3000,2,100,500,80,2
1,1,2,3000,1,100,150,10,2
1,1,2,3000,1,100,200,10,2
1,1,2,3000,2,100,500,20,2
1,2,2,3000,1,100,150,50,2
1,2,2,3000,2,100,200,50,2
1,2,2,3000,2,100,500,80,2
2,1,2,3000,1,100,150,10,2
2,1,2,3000,1,100,200,10,2
2,1,2,3000,2,100,500,20,2
2,2,2,3000,1,100,150,50,2
2,2,2,3000,2,100,200,50,2
2,2,2,3000,2,100,500,80,2
2,1,2,3000,1,100,150,10,2
2,1,2,3000,1,100,200,10,2
2,1,2,3000,2,100,500,20,2
2,2,2,3000,1,100,150,50,2
2,2,2,3000,2,100,200,50,2
2,2,2,3000,2,100,500,80,2
2,1,2,3000,1,100,150,10,2
2,1,2,3000,1,100,200,10,2
2,1,2,3000,2,100,500,20,2
2,2,2,3000,1,100,150,50,2
2,2,2,3000,2,100,200,50,2
2,2,2,3000,2,100,500,80,2
2,1,2,3000,1,100,150,10,2
2,1,2,3000,1,100,200,10,2
2,1,2,3000,2,100,500,20,2
2,2,2,3000,1,100,150,50,2
2,2,2,3000,2,100,200,50,2
2,2,2,3000,2,100,500,80,2
3,1,2,3000,1,100,150,10,2
3,1,2,3000,1,100,200,10,2
3,1,2,3000,2,100,500,20,2
3,2,2,3000,1,100,150,50,2
3,2,2,3000,2,100,200,50,2
3,2,2,3000,2,100,500,80,2
3,1,2,3000,1,100,150,10,2
3,1,2,3000,1,100,200,10,2
3,1,2,3000,2,100,500,20,2
3,2,2,3000,1,100,150,50,2
3,2,2,3000,2,100,200,50,2
3,2,2,3000,2,100,500,80,2
3,1,2,3000,1,100,150,10,2
3,1,2,3000,1,100,200,10,2
3,1,2,3000,2,100,500,20,2
3,2,2,3000,1,100,150,50,2
3,2,2,3000,2,100,200,50,2
3,2,2,3000,2,100,500,80,2
3,1,2,3000,1,100,150,10,2
3,1,2,3000,1,100,200,10,2
3,1,2,3000,2,100,500,20,2
3,2,2,3000,1,100,150,50,2
3,2,2,3000,2,100,200,50,2
3,2,2,3000,2,100,500,80,2
4,1,2,3000,1,100,150,10,2
4,1,2,3000,1,100,200,10,2
4,1,2,3000,2,100,500,20,2
4,2,2,3000,1,100,150,50,2
4,2,2,3000,2,100,200,50,2
4,2,2,3000,2,100,500,80,2
4,1,2,3000,1,100,150,10,2
4,1,2,3000,1,100,200,10,2
4,1,2,3000,2,100,500,20,2
4,2,2,3000,1,100,150,50,2
4,2,2,3000,2,100,200,50,2
4,2,2,3000,2,100,500,80,2
4,1,2,3000,1,100,150,10,2
4,1,2,3000,1,100,200,10,2
4,1,2,3000,2,100,500,20,2
4,2,2,3000,1,100,150,50,2
4,2,2,3000,2,100,200,50,2
4,2,2,3000,2,100,500,80,2
4,1,2,3000,1,100,150,10,2
4,1,2,3000,1,100,200,10,2
4,1,2,3000,2,100,500,20,2
4,2,2,3000,1,100,150,50,2
4,2,2,3000,2,100,200,50,2
4,2,2,3000,2,100,500,80,2
5,1,2,3000,1,100,150,10,2
5,1,2,3000,1,100,200,10,2
5,1,2,3000,2,100,500,20,2
5,2,2,3000,1,100,150,50,2
5,2,2,3000,2,100,200,50,2
5,2,2,3000,2,100,500,80,2
5,1,2,3000,1,100,150,10,2
5,1,2,3000,1,100,200,10,2
5,1,2,3000,2,100,500,20,2
5,2,2,3000,1,100,150,50,2
5,2,2,3000,2,100,200,50,2
5,2,2,3000,2,100,500,80,2
5,1,2,3000,1,100,150,10,2
5,1,2,3000,1,100,200,10,2
5,1,2,3000,2,100,500,20,2
5,2,2,3000,1,100,150,50,2
5,2,2,3000,2,100,200,50,2
5,2,2,3000,2,100,500,80,2
5,1,2,3000,1,100,150,10,2
5,1,2,3000,1,100,200,10,2
5,1,2,3000,2,100,500,20,2
5,2,2,3000,1,100,150,50,2
5,2,2,3000,2,100,200,50,2
5,2,2,3000,2,100,500,80,2
6,1,2,3000,1,100,150,10,2
6,1,2,3000,1,100,200,10,2
6,1,2,3000,2,100,500,20,2
6,2,2,3000,1,100,150,50,2
6,2,2,3000,2,100,200,50,2
6,2,2,3000,2,100,500,80,2
6,1,2,3000,1,100,150,10,2
6,1,2,3000,1,100,200,10,2
6,1,2,3000,2,100,500,20,2
6,2,2,3000,1,100,150,50,2
6,2,2,3000,2,100,200,50,2
6,2,2,3000,2,100,500,80,2
6,1,2,3000,1,100,150,10,2
6,1,2,3000,1,100,200,10,2
6,1,2,3000,2,100,500,20,2
6,2,2,3000,1,100,150,50,2
6,2,2,3000,2,100,200,50,2
6,2,2,3000,2,100,500,80,2
6,1,2,3000,1,100,150,10,2
6,1,2,3000,1,100,200,10,2
6,1,2,3000,2,100,500,20,2
6,2,2,3000,1,100,150,50,2
6,2,2,3000,2,100,200,50,2
6,2,2,3000,2,100,500,80,2
7,1,2,3000,1,100,150,10,2
7,1,2,3000,1,100,200,10,2
7,1,2,3000,2,100,500,20,2
7,2,2,3000,1,100,150,50,2
7,2,2,3000,2,100,200,50,2
7,2,2,3000,2,100,500,80,2
7,1,2,3000,1,100,150,10,2
7,1,2,3000,1,100,200,10,2
7,1,2,3000,2,100,500,20,2
7,2,2,3000,1,100,150,50,2
7,2,2,3000,2,100,200,50,2
7,2,2,3000,2,100,500,80,2
7,1,2,3000,1,100,150,10,2
7,1,2,3000,1,100,200,10,2
7,1,2,3000,2,100,500,20,2
7,2,2,3000,1,100,150,50,2
7,2,2,3000,2,100,200,50,2
7,2,2,3000,2,100,500,80,2
7,1,2,3000,1,100,150,10,2
7,1,2,3000,1,100,200,10,2
7,1,2,3000,2,100,500,20,2
7,2,2,3000,1,100,150,50,2
7,2,2,3000,2,100,200,50,2
7,2,2,3000,2,100,500,80,2
8,1,2,3000,1,100,150,10,2
8,1,2,3000,1,100,200,10,2
8,1,2,3000,2,100,500,20,2
8,2,2,3000,1,100,150,50,2
8,2,2,3000,2,100,200,50,2
8,2,2,3000,2,100,500,80,2
8,1,2,3000,1,100,150,10,2
8,1,2,3000,1,100,200,10,2
8,1,2,3000,2,100,500,20,2
8,2,2,3000,1,100,150,50,2
8,2,2,3000,2,100,200,50,2
8,2,2,3000,2,100,500,80,2
8,1,2,3000,1,100,150,10,2
8,1,2,3000,1,100,200,10,2
8,1,2,3000,2,100,500,20,2
8,2,2,3000,1,100,150,50,2
8,2,2,3000,2,100,200,50,1
8,2,2,3000,2,100,500,80,2
8,1,2,3000,1,100,150,10,2
8,1,2,3000,1,100,200,10,2
8,1,2,3000,2,100,500,20,2
8,2,2,3000,1,100,150,50,2
8,2,2,3000,2,100,200,50,1
8,2,2,3000,2,100,500,80,2
9,1,2,3000,1,100,150,10,2
9,1,2,3000,1,100,200,10,2
9,1,2,3000,2,100,500,20,2
9,2,2,3000,1,100,150,50,2
9,2,2,3000,2,100,200,50,2
9,2,2,3000,2,100,500,80,2
9,1,2,3000,1,100,150,10,2
9,1,2,3000,1,100,200,10,2
9,1,2,3000,2,100,500,20,2
9,2,2,3000,1,100,150,50,2
9,2,2,3000,2,100,200,50,2
9,2,2,3000,2,100,500,80,2
9,1,2,3000,1,100,150,10,2
9,1,2,3000,1,100,200,10,2
9,1,2,3000,2,100,500,20,2
9,2,2,3000,1,100,150,50,2
9,2,2,3000,2,100,200,50,2
9,2,2,3000,2,100,500,80,2
9,1,2,3000,1,100,150,10,2
9,1,2,3000,1,100,200,10,2
9,1,2,3000,2,100,500,20,2
9,2,2,3000,1,100,150,50,2
9,2,2,3000,2,100,200,50,1
9,2,2,3000,2,100,500,80,2
10,1,2,3000,1,100,150,10,2
10,1,2,3000,1,100,200,10,2
10,1,2,3000,2,100,500,20,2
10,2,2,3000,1,100,150,50,2
10,2,2,3000,2,100,200,50,2
10,2,2,3000,2,100,500,80,2
10,1,2,3000,1,100,150,10,2
10,1,2,3000,1,100,200,10,2
10,1,2,3000,2,100,500,20,2
10,2,2,3000,1,100,150,50,2
10,2,2,3000,2,100,200,50,2
10,2,2,3000,2,100,500,80,2
10,1,2,3000,1,100,150,10,2
10,1,2,3000,1,100,200,10,2
10,1,2,3000,2,100,500,20,2
10,2,2,3000,1,100,150,50,2
10,2,2,3000,2,100,200,50,2
10,2,2,3000,2,100,500,80,2
10,1,2,3000,1,100,150,10,2
10,1,2,3000,1,100,200,10,2
10,1,2,3000,2,100,500,20,2
10,2,2,3000,1,100,150,50,2
10,2,2,3000,2,100,200,50,1
10,2,2,3000,2,100,500,80,2
1,1,2,3000,1,300,300,10,2
1,1,2,3000,2,300,400,10,2
1,2,2,3000,1,300,400,30,2
1,2,2,3000,2,300,500,30,2
1,1,2,3000,1,300,300,10,2
1,1,2,3000,2,300,400,10,2
1,2,2,3000,1,300,400,30,2
1,2,2,3000,2,300,500,30,2
1,1,2,3000,1,300,300,10,2
1,1,2,3000,2,300,400,10,2
1,2,2,3000,1,300,400,30,2
1,2,2,3000,2,300,500,30,2
1,1,2,3000,1,300,300,10,2
1,1,2,3000,2,300,400,10,2
1,2,2,3000,1,300,400,30,2
1,2,2,3000,2,300,500,30,2
2,1,2,3000,1,300,300,10,2
2,1,2,3000,2,300,400,10,2
2,2,2,3000,1,300,400,30,2
2,2,2,3000,2,300,500,30,2
2,1,2,3000,1,300,300,10,2
2,1,2,3000,2,300,400,10,2
2,2,2,3000,1,300,400,30,2
2,2,2,3000,2,300,500,30,2
2,1,2,3000,1,300,300,10,2
2,1,2,3000,2,300,400,10,2
2,2,2,3000,1,300,400,30,2
2,2,2,3000,2,300,500,30,2
2,1,2,3000,1,300,300,10,2
2,1,2,3000,2,300,400,10,2
2,2,2,3000,1,300,400,30,2
2,2,2,3000,2,300,500,30,2
3,1,2,3000,1,300,300,10,2
3,1,2,3000,2,300,400,10,2
3,2,2,3000,1,300,400,30,2
3,2,2,3000,2,300,500,30,2
3,1,2,3000,1,300,300,10,2
3,1,2,3000,2,300,400,10,2
3,2,2,3000,1,300,400,30,2
3,2,2,3000,2,300,500,30,2
3,1,2,3000,1,300,300,10,2
3,1,2,3000,2,300,400,10,2
3,2,2,3000,1,300,400,30,2
3,2,2,3000,2,300,500,30,2
3,1,2,3000,1,300,300,10,2
3,1,2,3000,2,300,400,10,2
3,2,2,3000,1,300,400,30,2
3,2,2,3000,2,300,500,30,2
4,1,2,3000,1,300,300,10,2
4,1,2,3000,2,300,400,10,2
4,2,2,3000,1,300,400,30,2
4,2,2,3000,2,300,500,30,2
4,1,2,3000,1,300,300,10,2
4,1,2,3000,2,300,400,10,2
4,2,2,3000,1,300,400,30,2
4,2,2,3000,2,300,500,30,2
4,1,2,3000,1,300,300,10,2
4,1,2,3000,2,300,400,10,2
4,2,2,3000,1,300,400,30,2
4,2,2,3000,2,300,500,30,2
4,1,2,3000,1,300,300,10,2
4,1,2,3000,2,300,400,10,2
4,2,2,3000,1,300,400,30,2
4,2,2,3000,2,300,500,30,2
5,1,2,3000,1,300,300,10,2
5,1,2,3000,2,300,400,10,2
5,2,2,3000,1,300,400,30,2
5,2,2,3000,2,300,500,30,2
5,1,2,3000,1,300,300,10,2
5,1,2,3000,2,300,400,10,2
5,2,2,3000,1,300,400,30,2
5,2,2,3000,2,300,500,30,2
5,1,2,3000,1,300,300,10,2
5,1,2,3000,2,300,400,10,2
5,2,2,3000,1,300,400,30,2
5,2,2,3000,2,300,500,30,2
5,1,2,3000,1,300,300,10,2
5,1,2,3000,2,300,400,10,2
5,2,2,3000,1,300,400,30,2
5,2,2,3000,2,300,500,30,2
6,1,2,3000,1,300,300,10,2
6,1,2,3000,2,300,400,10,2
6,2,2,3000,1,300,400,30,2
6,2,2,3000,2,300,500,30,2
6,1,2,3000,1,300,300,10,2
6,1,2,3000,2,300,400,10,2
6,2,2,3000,1,300,400,30,2
6,2,2,3000,2,300,500,30,2
6,1,2,3000,1,300,300,10,2
6,1,2,3000,2,300,400,10,2
6,2,2,3000,1,300,400,30,2
6,2,2,3000,2,300,500,30,2
6,1,2,3000,1,300,300,10,2
6,1,2,3000,2,300,400,10,2
6,2,2,3000,1,300,400,30,2
6,2,2,3000,2,300,500,30,2
7,1,2,3000,1,300,300,10,2
7,1,2,3000,2,300,400,10,2
7,2,2,3000,1,300,400,30,2
7,2,2,3000,2,300,500,30,2
7,1,2,3000,1,300,300,10,2
7,1,2,3000,2,300,400,10,2
7,2,2,3000,1,300,400,30,2
7,2,2,3000,2,300,500,30,2
7,1,2,3000,1,300,300,10,2
7,1,2,3000,2,300,400,10,2
7,2,2,3000,1,300,400,30,2
7,2,2,3000,2,300,500,30,2
7,1,2,3000,1,300,300,10,2
7,1,2,3000,2,300,400,10,2
7,2,2,3000,1,300,400,30,2
7,2,2,3000,2,300,500,30,2
8,1,2,3000,1,300,300,10,2
8,1,2,3000,2,300,400,10,2
8,2,2,3000,1,300,400,30,2
8,2,2,3000,2,300,500,30,2
8,1,2,3000,1,300,300,10,2
8,1,2,3000,2,300,400,10,2
8,2,2,3000,1,300,400,30,2
8,2,2,3000,2,300,500,30,2
8,1,2,3000,1,300,300,10,2
8,1,2,3000,2,300,400,10,2
8,2,2,3000,1,300,400,30,2
8,2,2,3000,2,300,500,30,2
8,1,2,3000,1,300,300,10,2
8,1,2,3000,2,300,400,10,2
8,2,2,3000,1,300,400,30,2
8,2,2,3000,2,300,500,30,2
9,1,2,3000,1,300,300,10,2
9,1,2,3000,2,300,400,10,2
9,2,2,3000,1,300,400,30,2
9,2,2,3000,2,300,500,30,2
9,1,2,3000,1,300,300,10,2
9,1,2,3000,2,300,400,10,2
9,2,2,3000,1,300,400,30,2
9,2,2,3000,2,300,500,30,2
9,1,2,3000,1,300,300,10,2
9,1,2,3000,2,300,400,10,2
9,2,2,3000,1,300,400,30,2
9,2,2,3000,2,300,500,30,2
9,1,2,3000,1,300,300,10,2
9,1,2,3000,2,300,400,10,2
9,2,2,3000,1,300,400,30,2
9,2,2,3000,2,300,500,30,2
10,1,2,3000,1,300,300,10,2
10,1,2,3000,2,300,400,10,2
10,2,2,3000,1,300,400,30,2
10,2,2,3000,2,300,500,30,2
10,1,2,3000,1,300,300,10,2
10,1,2,3000,2,300,400,10,2
10,2,2,3000,1,300,400,30,2
10,2,2,3000,2,300,500,30,2
10,1,2,3000,1,300,300,10,2
10,1,2,3000,2,300,400,10,2
10,2,2,3000,1,300,400,30,2
10,2,2,3000,2,300,500,30,2
10,1,2,3000,1,300,300,10,2
10,1,2,3000,2,300,400,10,2
10,2,2,3000,1,300,400,30,2
10,2,2,3000,2,300,500,30,2
1,1,2,3000,1,600,100,120,2
1,1,2,3000,2,600,300,120,1
1,1,2,3000,3,600,500,150,2
1,2,2,3000,1,600,300,10,2
1,2,2,3000,2,600,500,20,1
1,2,2,3000,3,600,1000,20,2
1,1,2,3000,1,600,100,120,2
1,1,2,3000,2,600,300,120,1
1,1,2,3000,3,600,500,150,2
1,2,2,3000,1,600,300,10,2
1,2,2,3000,2,600,500,20,1
1,2,2,3000,3,600,1000,20,2
1,1,2,3000,1,600,100,120,2
1,1,2,3000,2,600,300,120,1
1,1,2,3000,3,600,500,150,2
1,2,2,3000,1,600,300,10,2
1,2,2,3000,2,600,500,20,1
1,2,2,3000,3,600,1000,20,2
1,1,2,3000,1,600,100,120,2
1,1,2,3000,2,600,300,120,2
1,1,2,3000,3,600,500,150,2
1,2,2,3000,1,600,300,10,2
1,2,2,3000,2,600,500,20,2
1,2,2,3000,3,600,1000,20,2
2,1,2,3000,1,600,100,120,2
2,1,2,3000,2,600,300,120,2
2,1,2,3000,3,600,500,150,2
2,2,2,3000,1,600,300,10,2
2,2,2,3000,2,600,500,20,2
2,2,2,3000,3,600,1000,20,2
2,1,2,3000,1,600,100,120,2
2,1,2,3000,2,600,300,120,2
2,1,2,3000,3,600,500,150,2
2,2,2,3000,1,600,300,10,2
2,2,2,3000,2,600,500,20,2
2,2,2,3000,3,600,1000,20,2
2,1,2,3000,1,600,100,120,2
2,1,2,3000,2,600,300,120,2
2,1,2,3000,3,600,500,150,2
2,2,2,3000,1,600,300,10,2
2,2,2,3000,2,600,500,20,2
2,2,2,3000,3,600,1000,20,2
2,1,2,3000,1,600,100,120,2
2,1,2,3000,2,600,300,120,2
2,1,2,3000,3,600,500,150,2
2,2,2,3000,1,600,300,10,2
2,2,2,3000,2,600,500,20,2
2,2,2,3000,3,600,1000,20,2
3,1,2,3000,1,600,100,120,2
3,1,2,3000,2,600,300,120,2
3,1,2,3000,3,600,500,150,2
3,2,2,3000,1,600,300,10,2
3,2,2,3000,2,600,500,20,2
3,2,2,3000,3,600,1000,20,2
3,1,2,3000,1,600,100,120,2
3,1,2,3000,2,600,300,120,2
3,1,2,3000,3,600,500,150,2
